Date,Open,High,Low,Close,Adj Close,Volume
2022-10-19,68.199997,70.150002,66.550003,67.550003,67.550003,68570758
2022-10-20,67.300003,67.699997,66.000000,66.449997,66.449997,27874547
2022-10-21,66.650002,67.349998,64.250000,65.300003,65.300003,29166961
2022-10-24,66.599998,66.599998,65.800003,66.250000,66.250000,4732523
2022-10-25,66.849998,71.750000,66.500000,71.099998,71.099998,133272405
2022-10-27,71.599998,73.500000,70.599998,72.900002,72.900002,56975973
2022-10-28,73.250000,74.750000,71.849998,73.449997,73.449997,70321148
2022-10-31,73.750000,74.699997,72.949997,74.050003,74.050003,32571520
2022-11-01,74.000000,76.650002,73.599998,76.050003,76.050003,61773051
2022-11-02,76.000000,76.599998,74.050003,74.650002,74.650002,40551107
2022-11-03,74.000000,76.150002,73.699997,75.349998,75.349998,22652092
2022-11-04,75.449997,77.449997,75.349998,76.050003,76.050003,28838769
2022-11-07,76.599998,77.199997,75.449997,75.849998,75.849998,25692239
2022-11-09,76.150002,76.449997,74.400002,74.800003,74.800003,24940437
2022-11-10,74.699997,76.400002,74.349998,75.550003,75.550003,23204614
2022-11-11,77.000000,77.000000,73.900002,74.500000,74.500000,29429192
2022-11-14,69.300003,73.150002,69.050003,71.400002,71.400002,76991767
2022-11-15,70.900002,71.349998,70.099998,70.349998,70.349998,14960753
2022-11-16,70.650002,71.650002,69.900002,70.599998,70.599998,14645687
2022-11-17,70.500000,71.250000,70.150002,70.349998,70.349998,9283135
2022-11-18,70.500000,71.000000,69.599998,70.750000,70.750000,10058932
2022-11-21,70.650002,72.250000,70.599998,72.050003,72.050003,19613606
2022-11-22,72.250000,75.300003,71.000000,74.050003,74.050003,49800129
2022-11-23,74.699997,76.199997,74.150002,74.949997,74.949997,29457345
2022-11-24,75.300003,75.949997,74.400002,74.800003,74.800003,13578346
2022-11-25,75.400002,82.250000,75.300003,81.949997,81.949997,125076142
2022-11-28,83.000000,84.849998,81.150002,81.400002,81.400002,77942912
2022-11-29,81.800003,82.550003,80.650002,81.050003,81.050003,23237977
2022-11-30,81.550003,84.000000,81.550003,83.699997,83.699997,39048501
2022-12-01,84.000000,85.400002,83.050003,84.650002,84.650002,35582972
2022-12-02,85.150002,91.250000,84.800003,90.550003,90.550003,151605821
2022-12-05,91.349998,91.550003,87.099998,87.650002,87.650002,54166041
2022-12-06,87.349998,88.800003,86.849998,88.000000,88.000000,30697492
2022-12-07,88.000000,88.449997,86.000000,87.150002,87.150002,23086451
2022-12-08,86.900002,88.250000,85.900002,87.449997,87.449997,25351714
2022-12-09,87.949997,89.650002,84.400002,85.500000,85.500000,40894739
2022-12-12,85.849998,87.099998,84.050003,86.750000,86.750000,18971694
2022-12-13,87.000000,87.400002,85.000000,85.650002,85.650002,11420243
2022-12-14,86.099998,86.750000,85.050003,85.599998,85.599998,11608268
2022-12-15,85.750000,87.099998,83.500000,83.949997,83.949997,15595022
2022-12-16,84.000000,84.500000,80.250000,80.800003,80.800003,26157996
2022-12-19,81.250000,84.099998,80.550003,83.800003,83.800003,25190170
2022-12-20,83.699997,84.349998,81.500000,84.000000,84.000000,18459170
2022-12-21,84.300003,87.050003,80.599998,81.150002,81.150002,60162462
2022-12-22,81.699997,82.099998,78.400002,78.900002,78.900002,32843415
2022-12-23,78.150002,78.849998,73.500000,73.949997,73.949997,33814978
2022-12-26,74.000000,77.550003,73.099998,76.849998,76.849998,28743927
2022-12-27,77.599998,78.300003,76.500000,77.699997,77.699997,20578890
2022-12-28,77.650002,78.300003,76.650002,77.199997,77.199997,13477427
2022-12-29,76.900002,79.900002,75.849998,78.849998,78.849998,22698606
2022-12-30,79.500000,80.349998,78.800003,79.199997,79.199997,21058183
2023-01-02,79.550003,81.650002,79.199997,80.150002,80.150002,18024909
2023-01-03,80.650002,81.250000,79.849998,80.349998,80.349998,14562959
2023-01-04,80.599998,80.599998,77.599998,79.199997,79.199997,19770399
2023-01-05,79.199997,82.150002,79.199997,81.949997,81.949997,32813046
2023-01-06,82.300003,83.500000,81.099998,81.750000,81.750000,25418809
2023-01-09,82.349998,82.750000,80.750000,81.449997,81.449997,14591225
2023-01-10,81.449997,81.650002,78.300003,79.849998,79.849998,15654141
2023-01-11,79.900002,81.449997,79.099998,81.000000,81.000000,12606176
2023-01-12,81.400002,81.400002,79.099998,80.000000,80.000000,11149830
2023-01-13,80.250000,81.300003,79.599998,80.699997,80.699997,11720884
2023-01-16,80.949997,81.800003,79.500000,79.750000,79.750000,8801145
2023-01-17,79.900002,80.199997,78.500000,79.800003,79.800003,9659104
2023-01-18,80.000000,81.199997,79.550003,80.900002,80.900002,12217656
2023-01-19,80.949997,81.800003,79.599998,80.000000,80.000000,11636323
2023-01-20,80.699997,83.349998,80.300003,80.800003,80.800003,34188777
2023-01-23,81.099998,81.449997,79.500000,80.199997,80.199997,10598963
2023-01-24,80.349998,80.699997,78.199997,78.550003,78.550003,11680665
2023-01-25,78.500000,78.599998,76.250000,76.699997,76.699997,12122314
2023-01-27,76.699997,77.199997,71.650002,73.250000,73.250000,24286328
2023-01-30,73.150002,74.750000,72.699997,74.050003,74.050003,15140765
2023-01-31,74.400002,78.900002,74.000000,78.400002,78.400002,21605272
2023-02-01,79.150002,79.699997,73.900002,75.599998,75.599998,25871135
2023-02-02,75.000000,78.300003,73.849998,75.599998,75.599998,19704904
2023-02-03,76.199997,76.199997,73.400002,74.949997,74.949997,20381422
2023-02-06,74.900002,76.800003,74.250000,74.650002,74.650002,18279464
2023-02-07,75.199997,76.300003,74.449997,75.099998,75.099998,10950829
2023-02-08,75.150002,76.349998,74.050003,76.099998,76.099998,10258753
2023-02-09,76.199997,76.599998,74.800003,76.349998,76.349998,10229353
2023-02-10,75.599998,76.650002,74.900002,75.400002,75.400002,9331734
2023-02-13,75.900002,76.500000,70.550003,71.550003,71.550003,39475505
2023-02-14,71.550003,72.099998,69.449997,71.000000,71.000000,23192868
2023-02-15,71.000000,72.050003,69.800003,71.750000,71.750000,11358552
2023-02-16,72.199997,73.300003,71.449997,72.949997,72.949997,13731805
2023-02-17,72.250000,73.300003,71.599998,72.400002,72.400002,11520434
2023-02-20,72.250000,72.550003,70.599998,71.650002,71.650002,14307992
2023-02-21,71.599998,72.449997,70.300003,70.750000,70.750000,10208971
2023-02-22,70.500000,70.500000,68.400002,68.800003,68.800003,12057163
2023-02-23,69.150002,69.800003,68.000000,68.949997,68.949997,9376810
2023-02-24,69.050003,69.699997,68.199997,68.400002,68.400002,6920781
2023-02-27,68.349998,68.599998,66.300003,67.099998,67.099998,10127233
2023-02-28,67.250000,70.250000,67.250000,69.800003,69.800003,17700910
2023-03-01,69.750000,73.099998,69.500000,72.800003,72.800003,19033336
2023-03-02,72.900002,75.750000,72.500000,74.800003,74.800003,33846022
2023-03-03,75.300003,75.500000,74.099998,74.699997,74.699997,12536302
2023-03-06,75.500000,75.500000,74.250000,74.900002,74.900002,8700081
2023-03-08,74.500000,78.349998,74.199997,78.050003,78.050003,23004128
2023-03-09,78.349998,79.949997,77.199997,77.400002,77.400002,23650904
2023-03-10,76.000000,78.199997,75.750000,77.000000,77.000000,17430705
2023-03-13,77.050003,77.599998,74.000000,74.250000,74.250000,13019179
2023-03-14,74.349998,75.000000,73.349998,74.800003,74.800003,11433968
2023-03-15,75.150002,76.250000,74.800003,75.099998,75.099998,9616546
2023-03-16,75.000000,76.000000,73.250000,75.599998,75.599998,10750873
2023-03-17,76.050003,76.750000,75.500000,76.300003,76.300003,8659283
2023-03-20,76.250000,76.349998,73.599998,74.250000,74.250000,9561209
2023-03-21,74.650002,76.000000,74.550003,75.849998,75.849998,6583494
2023-03-22,76.099998,76.449997,74.000000,74.199997,74.199997,8870115
2023-03-23,74.199997,74.949997,73.900002,74.300003,74.300003,9246419
2023-03-24,74.250000,74.500000,71.400002,71.800003,71.800003,8853059
2023-03-27,72.099998,72.300003,70.650002,71.050003,71.050003,9250889
2023-03-28,71.449997,71.449997,69.599998,70.099998,70.099998,8741706
2023-03-29,70.199997,71.250000,69.699997,70.300003,70.300003,21242210
2023-03-31,70.699997,72.400002,69.800003,70.050003,70.050003,17429246
2023-04-03,71.000000,71.449997,69.500000,69.800003,69.800003,20010201
2023-04-05,70.099998,70.099998,67.800003,68.099998,68.099998,33221018
2023-04-06,68.099998,71.000000,67.599998,70.599998,70.599998,36406171
2023-04-10,70.900002,72.750000,70.800003,71.300003,71.300003,19229627
2023-04-11,71.300003,72.800003,71.199997,71.949997,71.949997,12046522
2023-04-12,74.000000,74.199997,71.550003,71.650002,71.650002,30215325
2023-04-13,72.099998,72.400002,71.500000,71.800003,71.800003,13653616
2023-04-17,71.800003,73.000000,71.000000,72.650002,72.650002,10021225
2023-04-18,73.099998,75.699997,73.000000,75.449997,75.449997,36556170
2023-04-19,75.550003,76.949997,75.000000,75.400002,75.400002,19669027
2023-04-20,75.550003,76.650002,75.250000,76.250000,76.250000,10833263
2023-04-21,76.000000,76.449997,74.650002,75.250000,75.250000,9544452
2023-04-24,75.250000,76.900002,75.000000,76.550003,76.550003,10625904
2023-04-25,76.949997,77.849998,76.349998,77.099998,77.099998,15881484
2023-04-26,77.150002,78.250000,76.599998,77.500000,77.500000,15774821
2023-04-27,77.449997,77.699997,76.849998,77.300003,77.300003,8190609
2023-04-28,77.800003,78.650002,77.550003,78.400002,78.400002,14254949
2023-05-02,78.400002,82.400002,78.150002,81.599998,81.599998,35606484
2023-05-03,81.500000,87.949997,80.800003,86.949997,86.949997,89592598
2023-05-04,87.000000,87.900002,84.800003,86.050003,86.050003,24553286
2023-05-05,85.550003,85.650002,79.599998,80.750000,80.750000,64424735
2023-05-08,81.400002,82.400002,79.650002,81.599998,81.599998,31172930
2023-05-09,81.599998,82.000000,78.800003,79.400002,79.400002,20842146
2023-05-10,79.199997,80.949997,78.199997,80.599998,80.599998,15936655
2023-05-11,80.750000,81.900002,80.750000,81.050003,81.050003,10982435
2023-05-12,81.050003,81.900002,80.000000,80.949997,80.949997,14913713
